GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
31055007-18,2,31055007-18,1120,630,447,1368,838,504,1217,565,564,962,567,359,961,594,367,620,0,620,1252,628,509,2421,1883,254,234,31,15,0,214,29,15,0,0,3067,2184,331,428,126,24,0,0,0,2522,1901,183,343,65,20,0,328,35,10,0,0,0,3339,2209,258,680,170,39,0,606,128,11,0,0,127,3234,2467,184,321,252,29,6,0,0,2717,2147,128,228,204,18,5,0,0,3135,2178,240,385,169,10,1,16,136,3755,2463,322,632,299,105,6,3135,2178,240,465,210,76,6
3103100019P,3,3103100019P,117,11,102,145,10,131,118,12,96,113,9,94,115,21,94,98,0,98,123,10,106,176,173,2,2,0,1,0,0,0,0,1,0,214,203,3,9,0,1,0,0,0,162,161,0,2,1,1,0,0,1,0,0,1,0,204,193,0,12,1,1,0,0,1,0,0,0,12,233,228,4,0,0,5,0,0,0,173,171,1,0,0,2,0,0,0,162,157,3,0,0,0,0,2,0,199,192,5,2,0,1,0,162,157,3,2,0,1,0
3112500003P,3,3112500003P,210,46,163,261,51,207,231,38,182,173,48,122,173,46,127,122,0,122,235,35,199,319,307,22,1,0,1,0,1,0,0,0,0,389,369,22,5,0,1,0,0,0,303,291,10,1,0,1,0,1,0,0,0,0,0,373,359,11,3,0,1,0,3,0,1,0,0,1,460,449,11,0,0,0,0,0,0,336,327,9,0,0,0,0,0,0,291,282,1,0,0,1,0,0,7,364,347,6,2,2,6,0,291,282,1,0,1,4,0
3103700002P,3,3103700002P,688,107,571,837,126,701,800,75,698,598,102,484,602,107,495,515,0,515,718,119,579,1241,1196,17,0,4,8,15,0,4,4,0,0,1605,1507,57,5,4,15,16,0,0,1250,1226,11,0,4,8,0,0,4,4,0,0,0,1661,1597,47,3,2,11,0,1,2,3,0,0,8,1591,1552,32,1,0,3,2,0,0,1239,1223,17,1,0,3,1,0,0,1173,1105,44,3,2,0,0,2,17,1569,1466,74,9,8,17,4,1173,1105,44,8,5,15,3
3100300005P,3,3100300005P,230,33,194,279,41,234,261,31,219,198,32,163,198,37,161,157,0,157,249,30,212,242,238,3,1,0,0,0,0,0,0,0,0,333,318,16,4,0,0,0,0,0,254,248,4,1,0,0,0,0,0,0,0,0,0,368,345,13,4,1,0,0,3,0,0,0,0,2,422,416,1,1,1,1,0,0,0,346,342,1,1,1,1,0,0,0,347,337,3,2,0,2,0,0,3,453,438,5,4,1,5,0,347,337,3,4,1,2,0
3100300003P,3,3100300003P,298,30,264,369,34,331,338,30,278,243,23,213,248,33,215,217,0,217,331,24,284,477,473,4,0,0,0,0,0,0,0,0,0,587,566,25,0,0,0,0,0,0,377,371,4,0,0,0,0,0,0,0,0,0,0,466,442,19,0,0,0,0,0,0,0,0,0,0,661,643,3,3,12,0,0,0,0,491,488,1,1,1,0,0,0,0,453,430,13,0,0,1,0,0,9,621,577,30,4,3,8,0,453,430,13,3,3,5,0
31015000001,3,31015000001,376,42,328,456,45,405,406,42,339,325,39,270,326,51,275,248,0,248,462,40,405,640,635,4,0,0,4,0,0,0,4,0,0,852,790,18,0,33,8,0,0,0,655,635,25,0,0,4,0,0,0,4,0,0,0,761,688,57,0,12,9,0,0,4,9,0,0,8,809,783,7,2,9,6,0,0,0,642,628,5,0,3,3,0,0,0,602,576,8,0,0,5,0,1,12,746,700,18,4,3,26,3,602,576,8,3,2,14,0
3106300001P,3,3106300001P,196,31,161,224,31,189,213,20,179,176,31,135,179,37,142,143,0,143,220,31,181,303,296,3,0,3,7,0,0,0,0,0,0,407,389,1,0,4,14,0,0,0,299,289,4,0,0,8,0,0,0,0,0,0,0,360,344,12,9,0,11,0,0,0,1,0,0,13,409,397,8,2,1,1,0,0,0,319,311,7,0,0,1,0,0,0,296,272,11,0,0,0,0,0,13,389,355,14,2,2,17,1,296,272,11,0,1,12,0
3106700017P,2,3106700017P,1366,494,833,1547,531,977,1472,360,1031,1214,492,665,1219,504,715,897,0,897,1424,491,844,2390,2294,38,7,15,29,0,7,12,29,3,0,2988,2824,64,13,44,32,0,0,0,2395,2312,33,8,11,27,0,8,8,25,0,3,0,2967,2836,49,15,32,29,0,6,32,23,0,0,27,3085,2966,45,19,31,21,2,0,0,2433,2359,28,11,21,13,1,0,0,2411,2229,54,24,16,8,0,2,78,3073,2764,111,84,29,79,1,2411,2229,54,52,20,40,0
3106700004P,2,3106700004P,948,254,668,1195,278,891,1121,160,903,825,243,549,831,293,538,633,0,633,938,214,672,1444,1418,11,4,0,20,0,4,0,16,1,0,1961,1891,11,8,5,50,0,0,0,1322,1301,5,4,0,11,0,4,0,11,0,1,0,1824,1769,7,15,3,35,0,5,0,35,0,0,10,1888,1861,16,2,4,7,1,0,0,1357,1340,9,1,2,6,1,0,0,1512,1462,14,1,1,0,0,3,31,2058,1983,34,10,3,12,0,1512,1462,14,8,1,11,0
3100300004P,3,3100300004P,392,41,349,475,39,434,444,46,376,324,41,280,329,41,288,262,0,262,404,26,370,484,469,12,0,0,0,0,0,0,0,0,0,672,620,50,0,0,0,0,0,0,490,483,12,0,0,0,0,0,0,0,0,0,0,681,647,40,0,0,0,0,0,0,0,0,0,0,940,876,53,3,6,0,0,0,0,651,614,30,2,4,0,0,0,0,588,552,26,0,3,1,0,0,6,769,706,48,6,7,5,0,588,552,26,3,4,5,0
3100300007P,3,3100300007P,228,31,192,270,31,236,252,20,215,197,32,156,200,43,157,166,0,166,263,30,216,429,410,1,7,0,1,0,7,0,1,0,0,572,538,5,26,1,1,0,0,0,443,423,2,11,1,0,0,11,1,0,0,0,0,570,527,6,30,3,0,0,27,3,0,0,0,0,544,517,17,6,0,5,0,0,0,419,405,8,1,0,5,0,0,0,403,386,7,1,1,1,0,0,7,500,460,15,8,3,15,0,403,386,7,2,3,7,0
3100300008P,3,3100300008P,127,20,105,166,25,140,156,17,133,106,22,79,108,20,88,83,0,83,146,22,114,185,180,0,4,0,2,0,4,0,0,0,0,242,229,6,7,2,0,0,0,0,188,181,2,4,0,0,0,4,0,0,0,0,0,242,228,4,9,2,0,0,9,2,0,0,0,0,242,242,0,0,0,0,0,0,0,205,205,0,0,0,0,0,0,0,162,156,1,0,0,1,0,0,4,207,201,1,0,0,2,0,162,156,1,0,0,2,0
3114500014P,3,3114500014P,352,74,266,442,91,339,420,75,317,290,71,202,288,74,214,250,0,250,402,68,314,848,826,21,0,0,0,0,0,0,0,0,0,1030,961,57,12,0,4,0,0,0,888,879,9,0,0,1,0,0,0,1,0,0,0,1075,1037,8,29,0,6,0,0,0,1,0,0,29,1086,1003,65,12,3,7,1,0,0,828,781,33,6,3,7,1,0,0,839,756,51,6,3,2,2,2,17,1072,947,70,20,7,26,3,839,756,51,8,4,20,3
3104100037P,3,3104100037P,570,101,451,684,138,527,657,89,522,503,92,392,503,103,400,405,0,405,596,97,474,1143,1070,28,0,46,0,0,0,46,0,0,0,1498,1391,54,0,55,0,0,0,0,1086,997,28,0,56,0,0,0,56,0,0,0,0,1473,1342,59,0,71,0,0,0,71,0,0,0,0,1524,1461,36,14,3,6,0,0,0,1194,1156,26,4,1,5,0,0,0,1145,1047,64,5,3,0,0,4,22,1533,1352,119,22,5,31,2,1145,1047,64,12,5,11,0
3104100022P,3,3104100022P,271,37,231,80,5,75,76,3,69,347,37,295,344,41,303,308,0,308,427,39,365,550,537,6,2,2,0,0,2,0,0,0,0,720,679,30,10,2,0,0,0,0,553,540,7,2,2,0,0,2,0,0,0,0,0,712,683,12,12,2,0,0,4,0,0,0,0,11,698,681,8,0,5,4,0,0,0,550,542,2,0,2,4,0,0,0,556,535,6,0,1,0,0,1,13,729,684,22,6,1,7,0,556,535,6,2,1,5,0
3104100028P,3,3104100028P,60,6,54,152,23,126,146,16,123,19,4,14,18,4,14,15,0,15,24,4,20,33,33,0,0,0,0,0,0,0,0,0,0,39,37,0,1,0,0,0,0,0,34,31,0,0,0,0,0,0,0,0,0,0,0,41,38,2,2,0,0,0,0,0,0,0,0,2,61,59,1,0,0,1,0,0,0,44,42,1,0,0,1,0,0,0,42,38,0,0,0,0,0,0,4,56,51,0,3,0,2,0,42,38,0,3,0,1,0
3104100001P,3,3104100001P,7,1,6,0,0,0,0,0,0,9,1,8,10,2,8,9,0,9,13,1,12,24,23,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,31,29,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,19,19,0,0,0,0,0,12,12,0,0,0,0,0
3114100006P,3,3114100006P,325,48,272,390,63,322,376,56,295,279,47,218,281,46,235,229,0,229,349,49,293,733,704,3,3,16,3,0,3,16,0,0,0,943,898,21,5,15,5,0,0,0,673,649,7,0,19,3,0,0,16,3,0,0,0,841,801,26,0,17,1,0,0,16,1,0,0,0,743,725,5,0,6,5,2,0,0,560,550,4,0,2,4,1,0,0,594,561,19,0,3,1,0,0,10,819,750,38,7,5,12,1,594,561,19,4,3,4,0
3117900004P,3,3117900004P,400,56,340,452,56,390,416,38,352,370,44,322,371,62,309,323,0,323,445,59,369,755,750,4,0,0,4,0,0,0,4,0,0,986,953,9,15,2,11,0,0,0,741,722,10,0,4,4,0,0,0,4,0,0,0,983,934,26,11,5,11,0,9,0,2,0,0,16,826,795,12,2,6,9,5,0,0,614,598,6,0,5,3,2,0,0,608,592,8,3,0,1,0,0,4,801,754,21,11,4,13,1,608,592,8,5,0,2,0
3104300001P,3,3104300001P,372,101,263,442,110,319,418,83,313,323,92,223,322,101,221,262,0,262,425,124,287,458,415,17,0,0,21,0,0,0,16,0,0,660,549,26,0,19,60,0,0,0,481,442,16,0,0,17,0,0,0,13,0,0,0,684,589,32,0,20,39,0,0,20,24,0,0,5,754,693,40,6,5,14,7,0,0,561,523,26,2,5,9,2,0,0,569,531,17,0,3,3,4,0,11,719,664,26,4,6,18,5,569,531,17,1,5,14,4
3104300004P,3,3104300004P,221,77,139,257,80,172,238,68,161,186,70,106,190,77,113,135,0,135,236,83,146,297,269,16,0,0,17,0,0,0,14,0,0,428,356,23,0,16,43,0,0,0,309,282,14,0,0,16,0,0,0,9,0,0,0,436,380,26,0,16,27,0,0,16,22,0,0,4,489,456,21,1,5,0,6,0,0,361,348,6,0,4,0,3,0,0,296,281,10,1,0,1,0,1,2,388,358,17,3,4,6,0,296,281,10,1,0,3,0
3107300001P,3,3107300001P,335,75,254,413,111,299,390,58,313,288,73,207,288,74,214,232,0,232,355,74,266,543,528,12,0,0,5,0,0,0,0,0,0,672,634,26,0,4,4,0,0,0,564,551,8,0,0,5,0,0,0,0,0,0,0,700,671,16,0,1,4,0,0,0,0,0,0,4,690,670,9,7,2,3,0,0,0,559,547,6,2,2,2,0,0,0,487,459,17,0,0,3,0,0,8,604,564,28,0,3,12,0,487,459,17,0,0,11,0
3106300006P,3,3106300006P,234,21,211,273,35,236,265,26,226,210,25,182,207,21,186,182,0,182,257,18,232,360,360,0,0,1,1,0,0,1,1,0,0,444,439,0,1,1,3,0,0,0,349,345,1,0,1,1,0,0,1,1,0,0,0,431,416,0,1,1,1,0,1,1,1,0,0,4,437,427,9,1,0,2,0,0,0,355,350,5,0,0,1,0,0,0,324,316,7,0,0,0,1,0,0,388,367,15,5,3,5,3,324,316,7,0,1,0,1
3100100002W,3,3100100002W,476,144,315,603,187,401,561,131,395,403,151,226,401,142,259,324,0,324,571,145,378,1254,1227,21,0,0,0,0,0,0,0,0,0,1694,1562,119,10,0,0,0,0,0,1246,1172,73,0,0,0,0,0,0,0,0,0,0,1893,1540,341,18,0,3,0,0,0,0,0,0,11,1959,1633,218,68,29,24,8,0,0,1426,1239,125,34,17,16,5,0,0,1398,1105,192,22,18,13,0,4,44,1913,1407,335,75,30,85,4,1398,1105,192,31,25,39,3
3100100007P,3,3100100007P,159,15,143,179,18,160,180,9,158,128,14,111,130,15,115,108,0,108,191,25,158,297,290,0,0,2,0,0,0,2,0,0,0,425,394,0,0,27,0,0,0,0,304,284,0,0,0,3,0,0,0,0,0,0,0,451,434,5,0,11,3,0,0,11,0,0,0,3,383,379,3,0,0,1,0,0,0,283,281,1,0,0,1,0,0,0,258,253,1,0,1,0,0,0,3,339,329,4,0,2,4,1,258,253,1,0,1,3,0
3102700013P,3,3102700013P,351,52,293,477,71,396,450,51,364,280,31,247,282,56,226,255,0,255,361,36,311,587,582,2,4,0,4,0,4,0,4,0,0,811,786,7,10,0,4,0,0,0,551,542,0,8,0,7,0,8,0,4,0,0,0,751,742,4,10,0,5,0,8,0,3,0,0,6,829,820,0,2,5,2,0,0,0,643,638,0,0,3,2,0,0,0,647,614,10,2,1,6,0,0,14,819,768,19,9,6,15,0,647,614,10,4,1,14,0
3102700007P,3,3102700007P,867,139,710,1179,175,985,1110,121,942,691,112,561,687,172,515,561,0,561,914,122,752,1451,1438,10,4,0,12,0,4,0,5,0,0,1988,1951,24,1,2,11,0,0,0,1456,1437,10,4,0,12,0,4,0,5,0,0,0,1960,1925,24,1,1,12,0,1,1,6,0,0,6,2039,2016,11,3,2,7,0,0,0,1487,1475,5,2,2,6,0,0,0,1449,1399,23,7,1,1,1,3,14,2013,1931,48,12,1,13,1,1449,1399,23,10,1,8,1
3109300002P,3,3109300002P,134,21,113,177,22,155,164,12,143,109,23,80,111,21,90,85,0,85,132,15,114,202,201,2,2,0,0,0,2,0,0,0,0,304,301,2,1,0,0,0,0,0,191,188,3,2,0,0,0,2,0,0,0,0,0,280,276,3,2,0,0,0,2,0,0,0,0,0,234,226,8,0,0,0,0,0,0,176,173,3,0,0,0,0,0,0,198,187,3,0,0,0,0,0,8,254,238,6,0,3,7,0,198,187,3,0,2,5,0
3114500012P,3,3114500012P,337,64,265,404,74,322,392,55,317,282,64,211,281,65,216,236,0,236,391,64,308,858,815,43,0,0,0,0,0,0,0,0,0,1091,948,141,0,0,0,0,0,0,646,642,0,0,0,3,0,0,0,3,0,0,0,789,785,0,0,0,4,0,0,0,4,0,0,0,816,785,16,8,3,3,0,0,0,635,613,12,4,3,3,0,0,0,633,575,32,4,3,2,0,0,17,827,720,67,9,9,13,0,633,575,32,4,5,11,0
3100100010P,3,3100100010P,151,24,124,197,24,170,171,9,152,130,32,95,130,31,99,92,0,92,169,23,135,341,341,0,0,0,0,0,0,0,0,0,0,407,397,7,0,0,0,0,0,0,324,320,3,0,0,0,0,0,0,0,0,0,0,490,461,9,0,12,0,0,0,12,0,0,0,0,392,389,0,2,1,0,0,0,0,307,306,0,1,0,0,0,0,0,288,281,4,0,0,0,0,0,3,353,343,5,2,0,3,0,288,281,4,1,0,2,0
31055006-13,1,31055006-13,1430,613,769,1739,825,876,1565,481,971,1253,569,632,1257,595,662,933,0,933,1508,611,810,2261,2013,57,120,21,46,0,118,17,31,0,0,3047,2677,104,129,70,76,0,0,0,2383,2197,56,79,18,33,0,76,14,33,0,0,0,3143,2827,133,87,58,46,0,83,54,37,0,0,11,3186,2554,243,253,81,53,17,0,0,2311,1979,133,124,50,25,8,0,0,2570,2060,195,115,102,11,1,4,82,3393,2563,301,269,174,87,10,2570,2060,195,137,111,56,9
31055008-56,1,31055008-56,891,367,488,1317,564,720,1204,337,773,698,323,339,694,347,347,509,0,509,742,296,403,1505,1360,80,15,50,0,0,15,50,0,0,0,2052,1846,118,15,73,0,0,0,0,1515,1405,45,30,40,0,0,30,40,0,0,0,0,2131,1978,59,33,61,0,0,28,61,0,0,0,5,1112,994,41,18,50,14,1,0,0,722,656,20,11,24,6,1,0,0,1920,1656,95,29,54,2,4,0,80,2862,2398,176,97,143,56,13,1920,1656,95,50,87,26,9
3115100011P,2,3115100011P,392,109,270,454,88,353,429,73,334,339,120,199,339,119,220,273,0,273,423,104,292,695,655,31,3,12,4,0,3,12,0,0,0,952,872,50,4,29,10,0,0,0,667,603,39,13,24,5,0,6,24,0,0,0,0,964,812,104,14,40,13,0,5,35,0,0,0,24,985,885,79,0,20,2,9,0,0,727,672,42,0,12,2,5,0,0,759,675,53,7,7,4,0,0,13,1017,867,101,16,10,21,1,759,675,53,9,7,12,0
3100100001P,3,3100100001P,531,72,451,648,86,556,606,56,507,455,83,352,453,72,381,411,0,411,623,62,535,1018,1003,0,0,6,8,0,0,6,4,0,0,1466,1418,7,0,36,11,0,0,0,1042,1030,5,0,11,8,0,0,11,4,0,0,0,1417,1380,10,0,29,4,0,0,22,3,0,6,8,1155,1119,20,3,8,8,0,0,0,833,822,6,1,2,3,0,0,0,883,846,15,1,8,2,0,1,10,1169,1110,27,2,15,17,0,883,846,15,2,8,12,0
3114500001P,3,3114500001P,408,39,358,516,48,458,494,22,438,342,36,292,343,46,297,309,0,309,422,40,368,696,653,40,7,1,0,0,7,1,0,0,0,849,798,47,7,0,3,0,0,0,607,566,37,7,1,0,0,7,1,0,0,0,0,758,695,55,6,4,5,0,6,0,0,0,1,4,917,835,33,40,2,9,0,0,0,726,657,24,37,2,9,0,0,0,799,680,34,67,3,9,0,1,5,1033,901,44,68,3,17,0,799,680,34,67,3,13,0
3114500003P,3,3114500003P,478,40,428,577,56,510,546,42,462,409,55,341,408,40,368,368,0,368,572,38,519,833,798,35,0,0,5,0,0,0,1,0,0,1104,1054,52,0,0,10,0,0,0,838,790,45,0,0,5,0,0,0,1,0,0,0,1213,1104,108,0,5,29,0,0,0,0,0,0,2,1013,983,16,4,1,8,0,0,0,764,746,10,0,1,6,0,0,0,727,689,22,0,3,5,0,0,8,936,890,25,10,4,11,1,727,689,22,5,4,10,1
3108900002P,3,3108900002P,519,66,446,621,65,549,594,62,496,477,78,365,478,95,383,415,0,415,575,53,511,808,776,13,0,19,3,0,0,18,3,0,0,1078,1030,21,8,20,4,0,0,0,738,718,12,0,18,1,0,0,13,1,0,0,0,1006,949,31,9,20,1,0,0,14,1,0,0,13,1065,1055,3,0,5,1,1,0,0,837,828,3,0,4,1,1,0,0,795,776,10,0,2,1,0,0,6,1028,987,31,3,4,7,1,795,776,10,1,2,5,0
3100300006P,3,3100300006P,194,17,176,238,22,216,224,13,199,168,18,149,169,17,152,132,0,132,225,24,198,285,278,0,0,1,0,0,0,1,0,0,0,357,340,4,0,0,0,0,0,0,313,308,0,0,0,0,0,0,0,0,0,0,0,384,376,4,0,0,0,0,0,0,0,0,0,0,391,375,10,1,1,0,0,0,0,292,284,7,0,0,0,0,0,0,299,287,0,0,2,1,0,2,7,381,366,0,3,2,8,0,299,287,0,2,2,6,0
3110700008P,3,3110700008P,495,75,415,602,84,507,568,63,471,438,55,378,435,76,359,382,0,382,518,75,430,714,686,10,4,4,4,4,0,4,0,0,0,947,913,22,10,11,5,2,0,0,746,732,10,4,10,4,0,0,10,0,0,0,0,1006,976,21,5,14,3,0,0,13,0,0,0,9,1054,1017,23,4,7,3,0,0,0,770,754,7,2,4,3,0,0,0,692,676,6,0,3,1,0,0,6,955,914,17,3,4,9,2,692,676,6,0,4,3,0
3110700007P,3,3110700007P,592,100,480,620,97,513,557,78,437,605,108,475,611,126,485,423,0,423,563,88,446,820,758,1,0,0,55,0,0,0,51,0,0,1104,997,1,0,0,113,0,0,0,790,722,9,0,0,45,0,0,0,42,0,0,0,992,849,15,0,0,121,0,0,0,113,0,0,11,1187,1153,6,1,0,28,0,0,0,926,909,2,1,0,15,0,0,0,838,793,7,0,1,16,0,0,21,1057,983,9,7,1,50,1,838,793,7,5,1,26,0
3110700002P,3,3110700002P,696,123,561,852,149,691,790,123,626,622,99,496,621,124,497,519,0,519,707,123,558,1042,971,44,4,4,26,0,4,0,4,4,0,1436,1269,96,33,14,56,0,0,0,1097,1025,47,4,4,26,0,4,0,4,0,4,0,1497,1345,93,22,10,48,0,2,0,7,0,0,52,1375,1340,15,2,2,14,0,0,0,1029,1011,6,2,1,7,0,0,0,1040,1004,6,4,4,5,0,1,16,1403,1330,14,8,14,33,1,1040,1004,6,7,6,15,1
3114100012P,3,3114100012P,444,71,368,540,77,459,523,63,434,396,69,316,395,73,322,333,0,333,446,61,374,619,591,11,0,16,0,0,0,15,0,0,0,794,753,10,0,29,0,0,0,0,669,647,3,0,13,3,0,0,13,3,0,0,0,852,820,2,0,28,1,0,0,28,1,0,0,0,867,821,27,5,9,2,0,0,0,619,592,17,3,3,1,0,0,0,692,624,43,0,3,1,0,2,19,977,885,62,1,8,12,0,692,624,43,1,7,8,0
3114100001P,3,3114100001P,182,18,163,227,22,202,219,14,199,154,20,133,155,18,137,127,0,127,211,21,184,290,282,0,0,0,0,0,0,0,0,0,0,419,400,0,2,1,0,0,0,0,243,234,0,0,0,0,0,0,0,0,0,0,0,330,309,2,2,0,0,0,2,0,0,0,8,0,420,417,0,0,0,3,0,0,0,308,307,0,0,0,1,0,0,0,289,284,2,0,0,0,0,0,3,356,349,3,0,1,0,0,289,284,2,0,1,0,0
3114100024P,3,3114100024P,370,98,262,464,124,330,446,91,324,310,86,207,307,100,207,256,0,256,413,85,300,774,599,162,11,7,0,0,11,7,0,0,0,1335,787,507,27,17,0,0,0,0,758,628,97,17,7,19,0,17,7,0,0,0,0,1232,792,378,31,20,20,0,19,20,0,0,0,33,1325,959,311,27,8,36,3,0,0,923,706,187,15,2,22,3,0,0,970,648,267,24,2,8,1,4,16,1356,854,420,55,9,41,1,970,648,267,40,4,28,1
3114100030P,3,3114100030P,769,128,630,876,149,716,838,75,728,709,126,574,709,133,576,627,0,627,822,138,658,1111,1063,26,2,17,3,0,2,17,0,0,0,1460,1308,119,4,17,4,0,0,0,1109,1025,70,2,17,4,0,2,16,1,0,0,0,1484,1271,182,3,17,9,0,2,17,1,0,0,13,1462,1284,152,13,6,7,0,0,0,1114,1012,82,12,4,4,0,0,0,1361,1209,122,3,3,1,0,1,22,1930,1683,183,21,10,27,0,1361,1209,122,12,6,13,0
3117900003P,3,3117900003P,364,34,324,450,37,408,427,29,357,284,21,252,281,35,246,256,0,256,407,37,363,756,749,0,0,4,0,0,0,4,0,0,0,1043,1017,0,0,18,0,0,0,0,704,694,0,0,4,0,0,0,4,0,0,0,0,946,935,1,0,6,0,0,0,4,0,0,0,2,860,829,23,4,1,1,0,0,0,637,626,7,3,0,1,0,0,0,587,567,5,0,1,2,0,0,12,789,752,14,8,3,21,0,587,567,5,5,2,14,0
3106500003W,3,3106500003W,215,33,177,249,41,203,242,25,200,203,28,165,200,34,166,172,0,172,220,31,176,389,376,8,0,0,8,0,0,0,0,0,0,510,485,14,6,0,8,0,0,0,440,414,17,0,2,13,0,0,0,0,0,0,0,583,540,25,1,1,12,0,1,0,0,0,0,15,443,434,6,3,0,0,0,0,0,358,352,4,2,0,0,0,0,0,319,301,8,0,0,1,0,0,9,433,404,18,3,1,4,0,319,301,8,3,0,4,0
3105100003P,3,3105100003P,208,34,172,263,40,216,263,35,217,170,30,138,175,32,143,147,0,147,212,35,173,235,222,7,3,0,2,0,2,0,2,0,0,299,277,13,3,0,3,0,0,0,240,225,10,4,0,2,0,2,0,2,0,0,0,320,286,25,4,0,3,0,1,0,2,0,0,4,341,327,7,6,0,2,1,0,0,253,248,3,2,0,2,1,0,0,313,308,2,2,0,0,0,0,1,405,395,3,6,2,2,0,313,308,2,2,1,1,0
3105100005P,3,3105100005P,255,44,202,310,44,250,298,30,247,214,38,167,217,53,164,188,0,188,272,48,208,388,380,4,0,0,4,0,0,0,4,0,0,539,537,1,0,0,1,0,0,0,364,358,4,1,0,0,0,0,0,0,0,0,0,521,508,5,1,0,0,0,0,0,0,0,0,1,547,522,15,3,1,6,0,0,0,403,391,7,2,1,2,0,0,0,351,335,6,1,1,2,0,0,6,463,435,10,5,2,9,0,351,335,6,4,2,4,0
3105100001P,3,3105100001P,420,100,314,461,95,360,440,91,323,391,95,281,399,116,283,311,0,311,477,101,344,595,580,4,9,0,4,0,0,0,0,3,0,799,774,7,18,4,10,0,0,0,600,589,4,14,0,4,0,0,0,0,0,4,0,769,749,8,23,2,10,0,0,0,0,0,0,24,788,769,14,2,1,2,0,0,0,580,572,6,2,0,0,0,0,0,506,490,2,0,0,0,0,0,14,650,629,5,1,0,5,0,506,490,2,0,0,3,0
3105100004P,3,3105100004P,216,33,178,245,33,205,231,22,190,201,33,163,201,33,168,170,0,170,234,22,198,298,295,0,0,0,0,0,0,0,0,1,0,405,399,0,1,0,0,0,0,0,302,287,0,2,0,0,0,0,0,0,0,0,0,395,376,5,3,0,1,0,0,0,0,0,0,3,399,382,9,7,2,1,0,0,0,292,284,3,3,1,1,0,0,0,274,267,2,0,0,0,0,0,5,377,367,5,1,1,3,1,274,267,2,1,1,2,1
3105100007P,3,3105100007P,125,30,91,137,30,103,121,26,90,118,30,81,118,33,85,99,0,99,149,32,108,170,166,1,0,1,0,0,0,1,0,0,0,216,209,1,0,1,0,0,0,0,182,172,1,1,1,0,0,0,1,0,0,0,0,231,212,8,2,1,1,0,0,1,0,0,0,2,235,218,17,1,0,0,0,0,0,173,163,10,1,0,0,0,0,0,188,175,5,0,5,0,0,2,1,241,222,9,1,6,2,0,188,175,5,0,5,1,0
